Unnamed: 0,Year,Precipitation (Annual Mean mm),5-year smooth (Gaussian Smooth),Average Minimum Surface Air Temperature (Annual Mean °C),Average Mean Surface Air Temperature (Annual Mean °C),Average Maximum Surface Air Temperature (Annual Mean °C),Annual SPEI Drought Index (spei index),Average Largest 1-Day Precipitation (mm),Average Largest 5-Day Cumulative Precipitation (mm),Precipitation amount during wettest days (mm),Relative Humidity (%),Temperature-based Excess Mortality (factor),Viloyat,Category
59,2009.0,452.68,21.38,8.78,14.99,21.23,0.3,21.78,53.53,14.33,58.48,0.04,Qashqadaryo,
60,2010.0,283.21,21.37,9.06,15.6,22.19,0.1,21.19,37.37,8.05,54.31,0.07,Qashqadaryo,
61,2011.0,288.48,21.37,8.47,14.67,20.9,-1.61,14.78,36.57,2.42,54.29,0.12,Qashqadaryo,
62,2012.0,384.34,21.38,7.97,14.41,20.88,0.02,17.34,38.81,3.94,55.76,0.07,Qashqadaryo,
63,2013.0,346.5,21.41,9.05,15.46,21.91,-0.63,20.99,39.46,12.03,53.11,0.11,Qashqadaryo,
64,2014.0,342.82,21.45,7.75,14.33,20.94,-0.86,16.49,45.38,3.11,53.85,0.1,Qashqadaryo,
65,2015.0,365.89,21.5,9.14,15.39,21.67,0.08,25.77,48.5,15.34,54.68,0.14,Qashqadaryo,
66,2016.0,353.97,21.56,9.57,15.84,22.16,-0.82,15.42,42.45,4.81,53.18,0.1,Qashqadaryo,
67,2017.0,293.02,21.64,8.7,15.1,21.55,-0.3,31.2,68.15,12.56,51.76,0.11,Qashqadaryo,
68,2018.0,261.77,21.72,9.05,15.32,21.63,-1.92,17.47,36.13,3.76,50.65,0.16,Qashqadaryo,
69,2019.0,423.28,21.81,9.61,15.72,21.88,0.84,32.87,54.09,16.34,54.95,0.15,Qashqadaryo,
70,2020.0,364.4,21.91,8.52,14.65,20.82,0.16,19.54,48.64,4.35,54.56,0.07,Qashqadaryo,
71,2021.0,224.11,22.02,9.22,15.89,22.61,-1.61,24.93,48.27,15.74,46.96,0.19,Qashqadaryo,
72,2022.0,391.59,22.13,10.18,16.15,22.16,-1.49,19.24,42.01,8.41,53.41,0.18,Qashqadaryo,
73,2023.0,257.3,22.24,10.29,16.69,23.13,-1.9,15.6,36.12,4.67,47.52,0.26,Qashqadaryo,
74,2024.0,390.4,22.35,9.86,15.74,21.66,-0.83,25.31,39.77,14.69,52.21,0.2,Qashqadaryo,
0,1950.0,198.36,19.89,5.4,12.44,19.51,-0.0852702702702702,20.59,52.08,5.85,50.69,0.06,Samarqand,
1,1951.0,291.45,19.9,6.55,13.16,19.81,-0.28,28.35,48.02,15.79,56.89,0.05,Samarqand,
2,1952.0,370.97,19.94,6.88,13.48,20.11,0.97,20.04,61.65,7.87,55.93,0.07,Samarqand,
3,1953.0,421.98,20.0,7.3,13.65,20.04,1.38,42.79,84.75,26.43,58.44,0.05,Samarqand,
4,1954.0,284.56,20.06,6.12,12.65,19.21,2.02,27.39,72.49,17.36,55.91,0.03,Samarqand,
5,1955.0,263.22,20.09,7.42,14.54,21.7,-0.23,29.71,51.52,15.59,50.81,0.13,Samarqand,
6,1956.0,297.11,20.1,6.76,13.51,20.3,0.27,26.25,60.97,23.81,51.33,0.1,Samarqand,
7,1957.0,303.09,20.11,6.0,12.46,18.96,-0.3,20.3,37.64,9.63,56.1,0.04,Samarqand,
8,1958.0,347.79,20.12,7.45,14.01,20.6,0.5,23.62,43.14,10.9,53.3,0.1,Samarqand,
9,1959.0,278.29,20.15,6.84,13.23,19.66,0.19,24.12,43.94,12.98,58.2,0.02,Samarqand,
10,1960.0,320.21,20.21,6.58,13.15,19.75,0.15,20.06,39.39,8.67,59.2,0.04,Samarqand,
11,1961.0,266.83,20.31,7.37,14.26,21.18,-0.33,27.12,52.64,23.04,52.8,0.06,Samarqand,
12,1962.0,284.77,20.43,7.11,13.73,20.4,-0.58,21.6,37.97,9.65,55.78,0.06,Samarqand,
13,1963.0,345.11,20.54,7.82,14.54,21.31,-0.15,23.63,47.48,9.69,57.12,0.04,Samarqand,
14,1964.0,347.31,20.6,6.09,12.69,19.32,1.3,30.38,66.2,18.91,57.77,0.03,Samarqand,
15,1965.0,269.0,20.6,7.5,14.1,20.75,0.14,34.4,41.31,21.22,56.27,0.05,Samarqand,
16,1966.0,224.35,20.52,7.81,14.45,21.15,-0.97,21.59,37.11,8.19,53.45,0.09,Samarqand,
17,1967.0,324.5,20.36,7.35,13.77,20.23,-0.39,28.14,38.29,10.43,57.47,0.06,Samarqand,
18,1968.0,319.27,20.18,7.47,13.84,20.25,0.25,18.93,46.52,5.66,58.44,0.07,Samarqand,
19,1969.0,533.68,20.0,6.21,12.28,18.39,2.42,39.4,89.13,28.98,63.13,0.03,Samarqand,
20,1970.0,264.57,19.87,7.47,14.21,20.99,0.53,23.17,42.03,9.87,56.82,0.05,Samarqand,
21,1971.0,159.42,19.81,7.65,14.52,21.42,-1.4,15.81,31.66,4.99,52.59,0.06,Samarqand,
22,1972.0,344.32,19.85,5.55,11.81,18.1,-0.05,18.84,45.07,6.04,59.03,0.01,Samarqand,
23,1973.0,267.4,19.94,7.32,13.94,20.58,0.58,24.67,59.85,19.46,56.85,0.07,Samarqand,
24,1974.0,279.45,20.06,6.59,12.99,19.43,-0.26,28.42,50.64,17.33,56.95,0.05,Samarqand,
25,1975.0,223.07,20.18,7.26,13.89,20.54,-0.77,25.6,46.35,21.59,54.41,0.1,Samarqand,
26,1976.0,322.63,20.28,7.11,13.38,19.68,-0.07,21.12,43.25,8.71,58.83,0.07,Samarqand,
27,1977.0,290.05,20.34,8.0,14.31,20.65,-0.69,29.18,62.69,8.08,58.97,0.09,Samarqand,
28,1978.0,301.92,20.36,7.61,13.94,20.32,0.74,20.08,39.6,10.33,59.85,0.05,Samarqand,
29,1979.0,304.99,20.37,7.86,14.26,20.69,0.8,26.73,44.9,12.56,58.35,0.08,Samarqand,
30,1980.0,292.61,20.38,7.86,14.25,20.69,-0.01,25.68,35.53,13.65,58.95,0.07,Samarqand,
31,1981.0,354.03,20.41,8.32,14.56,20.83,0.69,21.1,50.13,11.02,60.25,0.03,Samarqand,
32,1982.0,293.55,20.48,7.3,13.49,19.72,0.02,18.6,37.48,5.26,59.16,0.05,Samarqand,
33,1983.0,238.88,20.57,8.21,14.78,21.38,-0.14,21.26,43.8,6.91,57.19,0.1,Samarqand,
34,1984.0,283.55,20.66,6.92,13.18,19.47,-0.36,20.5,39.93,10.91,58.88,0.11,Samarqand,
35,1985.0,249.5,20.73,7.52,13.98,20.49,0.32,23.95,45.6,11.6,58.02,0.07,Samarqand,
36,1986.0,213.05,20.75,7.8,14.23,20.69,-0.9,23.72,40.53,18.86,56.07,0.05,Samarqand,
37,1987.0,354.97,20.7,7.91,14.23,20.6,0.69,24.99,58.0,13.27,60.54,0.05,Samarqand,
38,1988.0,282.88,20.59,8.35,14.82,21.34,0.52,25.78,47.6,13.04,59.0,0.07,Samarqand,
39,1989.0,237.35,20.45,7.28,13.89,20.53,-0.31,23.64,55.22,10.02,57.73,0.04,Samarqand,
40,1990.0,292.91,20.32,8.13,14.52,20.95,0.07,16.93,42.6,3.48,59.23,0.07,Samarqand,
41,1991.0,386.18,20.23,8.03,14.14,20.29,0.39,22.55,59.35,13.77,61.45,0.03,Samarqand,
42,1992.0,380.82,20.23,7.8,13.85,19.95,1.44,25.32,53.4,9.89,61.53,0.03,Samarqand,
43,1993.0,437.12,20.33,7.28,13.27,19.29,1.33,28.17,80.4,16.51,62.13,0.04,Samarqand,
44,1994.0,309.01,20.51,7.6,13.94,20.33,0.33,22.09,45.28,8.39,59.6,0.07,Samarqand,
45,1995.0,215.96,20.73,8.28,15.06,21.87,-0.55,19.57,40.41,5.39,56.74,0.09,Samarqand,
46,1996.0,227.16,20.96,7.18,13.76,20.37,-0.94,23.24,56.92,8.44,56.49,0.07,Samarqand,
47,1997.0,373.87,21.17,8.38,14.91,21.47,0.13,24.68,57.73,15.85,60.69,0.1,Samarqand,
48,1998.0,432.43,21.31,8.15,14.47,20.84,1.27,27.19,71.99,19.3,61.68,0.06,Samarqand,
49,1999.0,318.46,21.4,8.76,15.16,21.6,-0.09,22.7,34.58,9.33,58.88,0.06,Samarqand,
50,2000.0,257.12,21.43,8.56,15.09,21.65,-1.81,14.7,26.26,1.53,55.58,0.1,Samarqand,
51,2001.0,230.63,21.44,8.61,15.15,21.72,-2.17,17.69,33.81,4.81,56.06,0.08,Samarqand,
52,2002.0,384.6,21.42,8.52,15.03,21.59,0.35,31.56,54.21,21.82,61.35,0.09,Samarqand,
53,2003.0,387.37,21.4,8.38,14.36,20.4,0.84,20.91,51.89,14.36,62.13,0.07,Samarqand,
54,2004.0,346.37,21.38,9.21,15.45,21.75,0.42,24.97,60.41,19.78,59.73,0.07,Samarqand,
55,2005.0,318.85,21.37,8.67,15.04,21.44,0.41,19.24,44.5,7.45,57.91,0.08,Samarqand,
56,2006.0,283.53,21.35,8.64,14.98,21.37,-1.25,23.91,37.75,9.91,57.29,0.08,Samarqand,
57,2007.0,294.53,21.34,8.54,15.03,21.56,-0.84,22.71,56.75,13.7,57.92,0.06,Samarqand,
58,2008.0,252.67,21.33,7.98,14.46,20.98,-1.14,19.53,35.3,7.86,58.73,0.11,Samarqand,
59,2009.0,406.05,21.32,8.75,14.95,21.2,0.32,25.21,52.71,15.04,60.55,0.04,Samarqand,
60,2010.0,266.59,21.31,9.04,15.59,22.16,-0.06,19.27,38.34,6.1,56.81,0.08,Samarqand,
61,2011.0,289.96,21.31,8.34,14.58,20.86,-1.57,19.39,50.56,8.87,56.75,0.12,Samarqand,
62,2012.0,336.53,21.32,7.87,14.29,20.75,-0.24,19.32,39.1,5.67,57.18,0.08,Samarqand,
63,2013.0,327.95,21.35,9.05,15.45,21.9,-0.68,28.71,45.76,14.85,54.84,0.1,Samarqand,
64,2014.0,317.94,21.4,7.61,14.21,20.85,-0.86,17.53,55.05,5.27,55.69,0.1,Samarqand,
65,2015.0,340.0,21.47,9.12,15.38,21.68,-0.15,19.63,51.17,8.37,56.75,0.14,Samarqand,
66,2016.0,337.15,21.56,9.46,15.79,22.17,-0.87,17.37,38.79,3.72,55.95,0.1,Samarqand,
67,2017.0,278.11,21.65,8.57,15.02,21.51,-0.21,33.22,73.67,16.77,53.78,0.11,Samarqand,
68,2018.0,248.09,21.75,8.79,15.17,21.6,-1.81,29.06,38.39,10.21,53.28,0.14,Samarqand,
69,2019.0,385.18,21.85,9.42,15.7,22.04,0.37,30.48,57.03,12.3,57.18,0.14,Samarqand,
70,2020.0,322.76,21.94,8.38,14.64,20.93,0.23,26.01,59.93,10.32,57.44,0.06,Samarqand,
71,2021.0,203.54,22.03,9.1,15.83,22.59,-1.65,25.03,51.21,14.22,50.39,0.17,Samarqand,
72,2022.0,376.0,22.12,10.1,16.04,22.03,-1.28,22.31,52.0,9.04,56.54,0.14,Samarqand,
73,2023.0,237.25,22.2,10.19,16.6,23.05,-1.72,19.07,45.58,11.3,50.41,0.25,Samarqand,
74,2024.0,357.93,22.29,9.73,15.69,21.69,-0.61,36.1,48.57,22.15,56.15,0.15,Samarqand,
0,1950.0,264.96,21.66,7.39,14.33,21.3,-0.062027027027027,16.94,39.65,3.06,51.86,0.05,Sirdaryo,
1,1951.0,441.78,21.66,8.53,15.0,21.51,0.05,25.79,44.57,15.89,58.79,0.04,Sirdaryo,
2,1952.0,500.89,21.71,8.88,15.36,21.88,0.8,21.53,38.11,9.31,57.58,0.05,Sirdaryo,
3,1953.0,665.5,21.76,9.31,15.53,21.8,0.9,33.7,54.41,15.64,58.07,0.04,Sirdaryo,
4,1954.0,396.37,21.82,7.98,14.45,20.95,1.76,24.22,54.46,16.47,58.62,0.02,Sirdaryo,
5,1955.0,444.56,21.86,9.31,16.34,23.42,0.1,27.81,44.79,23.77,50.6,0.11,Sirdaryo,
6,1956.0,394.77,21.88,8.66,15.42,22.2,0.29,24.88,53.74,12.67,53.48,0.07,Sirdaryo,
7,1957.0,392.09,21.89,7.95,14.35,20.81,-0.3,23.13,42.18,9.56,56.84,0.05,Sirdaryo,
8,1958.0,551.79,21.9,9.45,15.81,22.24,0.76,22.34,52.83,13.41,53.3,0.1,Sirdaryo,
9,1959.0,460.33,21.94,8.84,15.16,21.53,0.83,24.73,56.77,13.8,58.83,0.01,Sirdaryo,
10,1960.0,538.6,22.0,8.59,14.97,21.4,0.82,26.52,37.92,9.86,59.63,0.03,Sirdaryo,
11,1961.0,365.94,22.1,9.37,16.14,22.96,-0.57,22.12,37.22,14.52,49.95,0.1,Sirdaryo,
12,1962.0,420.96,22.21,9.13,15.69,22.29,-0.78,19.73,41.25,7.74,53.64,0.1,Sirdaryo,
13,1963.0,466.91,22.31,9.82,16.44,23.11,0.16,17.87,39.17,5.45,54.08,0.07,Sirdaryo,
14,1964.0,453.87,22.37,8.06,14.58,21.13,1.07,26.14,46.52,14.05,56.83,0.02,Sirdaryo,
15,1965.0,409.78,22.36,9.5,16.01,22.55,-0.13,42.73,54.95,16.95,54.31,0.06,Sirdaryo,
16,1966.0,392.91,22.26,9.75,16.26,22.82,-0.63,25.42,41.41,15.93,53.68,0.09,Sirdaryo,
17,1967.0,462.96,22.1,9.37,15.64,21.95,-0.45,28.22,59.0,17.16,55.27,0.08,Sirdaryo,
18,1968.0,499.36,21.92,9.46,15.67,21.92,0.3,23.84,43.15,15.88,56.03,0.1,Sirdaryo,
19,1969.0,875.25,21.74,8.28,14.19,20.13,2.15,29.0,60.86,24.53,65.26,0.03,Sirdaryo,
20,1970.0,386.22,21.6,9.46,16.05,22.68,0.4,22.98,33.21,9.0,55.37,0.07,Sirdaryo,
21,1971.0,321.24,21.55,9.63,16.39,23.21,-1.04,25.53,40.35,14.68,52.48,0.06,Sirdaryo,
22,1972.0,506.05,21.58,7.6,13.71,19.87,0.19,17.6,40.79,3.94,59.68,0.02,Sirdaryo,
23,1973.0,385.86,21.67,9.33,15.82,22.35,0.48,21.55,38.29,15.61,56.21,0.07,Sirdaryo,
24,1974.0,314.93,21.8,8.66,14.9,21.19,-0.54,19.44,37.28,6.98,54.48,0.11,Sirdaryo,
25,1975.0,340.6,21.92,9.36,15.8,22.29,-1.81,18.91,37.04,8.11,49.07,0.14,Sirdaryo,
26,1976.0,468.86,22.03,9.21,15.3,21.43,-0.3,22.31,40.09,20.39,58.13,0.07,Sirdaryo,
27,1977.0,525.11,22.09,10.07,16.21,22.38,-0.65,44.15,88.12,19.03,56.48,0.12,Sirdaryo,
28,1978.0,535.01,22.12,9.69,15.86,22.06,0.79,24.37,45.62,14.9,59.92,0.04,Sirdaryo,
29,1979.0,505.06,22.13,9.95,16.13,22.37,1.3,28.0,66.89,26.12,60.64,0.05,Sirdaryo,
30,1980.0,395.8,22.14,9.97,16.19,22.46,-0.19,15.6,27.98,1.8,57.63,0.09,Sirdaryo,
31,1981.0,480.07,22.17,10.33,16.39,22.5,0.27,20.22,37.65,6.31,57.09,0.07,Sirdaryo,
32,1982.0,433.07,22.22,9.39,15.49,21.63,-0.4,19.04,32.55,11.46,57.43,0.05,Sirdaryo,
33,1983.0,366.14,22.3,10.24,16.65,23.11,-0.65,19.65,27.34,6.41,51.92,0.14,Sirdaryo,
34,1984.0,458.17,22.37,8.95,15.07,21.23,-0.19,23.31,43.54,10.81,58.62,0.08,Sirdaryo,
35,1985.0,397.08,22.43,9.56,15.83,22.14,0.34,28.91,42.97,10.75,56.25,0.08,Sirdaryo,
36,1986.0,313.61,22.44,9.86,16.13,22.45,-1.06,20.26,28.76,6.83,53.95,0.06,Sirdaryo,
37,1987.0,590.32,22.4,10.03,16.07,22.15,0.79,23.95,60.45,23.75,60.41,0.04,Sirdaryo,
38,1988.0,391.46,22.3,10.36,16.7,23.09,0.52,18.41,37.71,7.07,56.64,0.13,Sirdaryo,
39,1989.0,353.44,22.18,9.26,15.72,22.22,-0.66,20.97,53.27,9.61,55.53,0.08,Sirdaryo,
40,1990.0,461.71,22.06,10.2,16.43,22.71,0.13,18.06,30.17,5.44,59.67,0.07,Sirdaryo,
41,1991.0,500.82,21.98,10.0,16.01,22.07,0.25,18.77,58.99,6.61,58.36,0.06,Sirdaryo,
42,1992.0,501.68,21.98,9.89,15.81,21.79,0.76,26.69,39.93,16.14,58.49,0.03,Sirdaryo,
43,1993.0,713.2,22.06,9.19,15.04,20.93,1.13,21.88,51.06,12.09,62.14,0.06,Sirdaryo,
44,1994.0,491.87,22.21,9.55,15.78,22.03,0.99,23.7,32.54,13.47,58.41,0.06,Sirdaryo,
45,1995.0,306.58,22.4,10.14,16.79,23.49,-0.44,18.18,31.66,10.33,54.22,0.1,Sirdaryo,
46,1996.0,332.68,22.61,9.15,15.53,21.95,-0.38,17.55,38.92,2.92,56.08,0.08,Sirdaryo,
47,1997.0,471.94,22.8,10.37,16.79,23.25,-0.32,21.16,45.1,11.75,57.73,0.14,Sirdaryo,
48,1998.0,655.1,22.96,10.25,16.38,22.56,1.0,33.54,66.0,18.5,60.34,0.12,Sirdaryo,
49,1999.0,534.66,23.06,10.79,16.97,23.21,0.4,23.52,35.08,16.8,55.29,0.1,Sirdaryo,
50,2000.0,355.28,23.13,10.58,16.87,23.22,-1.17,15.76,27.69,0.05,55.08,0.08,Sirdaryo,
51,2001.0,355.44,23.17,10.66,17.07,23.53,-1.09,23.32,26.98,8.58,54.07,0.09,Sirdaryo,
52,2002.0,593.89,23.18,10.6,16.94,23.33,0.91,38.63,51.22,20.3,62.32,0.07,Sirdaryo,
53,2003.0,626.45,23.18,10.42,16.29,22.21,1.45,31.49,76.21,18.21,62.09,0.04,Sirdaryo,
54,2004.0,563.03,23.17,11.28,17.38,23.53,0.6,27.11,58.53,14.31,57.46,0.1,Sirdaryo,
55,2005.0,431.05,23.15,10.75,16.96,23.21,0.06,29.75,43.95,17.17,55.75,0.14,Sirdaryo,
56,2006.0,455.04,23.13,10.71,16.93,23.17,-1.39,18.55,42.65,8.18,55.13,0.1,Sirdaryo,
57,2007.0,446.48,23.12,10.67,16.99,23.36,-0.69,24.97,55.46,10.4,58.46,0.08,Sirdaryo,
58,2008.0,405.82,23.11,10.16,16.42,22.72,-1.3,21.18,34.01,10.01,57.91,0.11,Sirdaryo,
59,2009.0,543.61,23.12,10.73,16.88,23.09,0.21,24.22,37.94,12.89,58.11,0.07,Sirdaryo,
60,2010.0,437.3,23.13,11.16,17.51,23.91,0.53,20.35,37.2,11.42,57.74,0.1,Sirdaryo,
61,2011.0,491.1,23.17,10.35,16.51,22.71,-1.57,19.79,54.23,5.93,56.17,0.13,Sirdaryo,
62,2012.0,458.9,23.21,9.84,16.18,22.54,-0.11,17.84,44.05,6.66,55.69,0.08,Sirdaryo,
63,2013.0,486.85,23.28,10.93,17.41,23.94,-0.8,22.22,40.49,12.08,53.39,0.15,Sirdaryo,
64,2014.0,477.74,23.36,9.4,16.1,22.85,-0.47,19.03,40.65,4.64,54.97,0.16,Sirdaryo,
65,2015.0,531.18,23.45,11.13,17.35,23.61,-0.56,18.49,47.3,3.64,54.85,0.18,Sirdaryo,
66,2016.0,493.66,23.56,11.27,17.71,24.21,-0.72,15.09,36.05,1.35,54.68,0.16,Sirdaryo,
67,2017.0,386.56,23.66,10.49,16.93,23.41,-0.1,25.21,54.2,9.19,53.73,0.15,Sirdaryo,
68,2018.0,411.04,23.76,10.41,16.98,23.59,-1.17,34.72,41.36,13.14,53.54,0.16,Sirdaryo,
69,2019.0,515.46,23.86,11.16,17.65,24.17,-0.16,18.25,44.64,2.82,53.49,0.21,Sirdaryo,
70,2020.0,433.47,23.94,10.14,16.59,23.09,-0.51,24.92,48.7,14.87,54.05,0.13,Sirdaryo,
71,2021.0,326.94,24.01,10.92,17.69,24.51,-1.62,29.31,62.99,13.75,47.73,0.28,Sirdaryo,
72,2022.0,605.3,24.08,12.15,17.94,23.78,-1.21,24.11,59.29,14.0,55.88,0.17,Sirdaryo,
73,2023.0,332.55,24.14,12.15,18.5,24.89,-0.9,19.44,50.45,9.05,51.98,0.18,Sirdaryo,
74,2024.0,539.12,24.2,11.53,17.64,23.78,-1.05,25.66,44.95,12.77,54.43,0.19,Sirdaryo,
0,1950.0,313.94,19.7,4.92,12.09,19.3,-0.072027027027027,21.31,63.85,10.22,48.25,0.07,Surxondaryo,
1,1951.0,400.73,19.7,5.98,12.78,19.61,0.52,22.63,44.69,9.57,53.43,0.04,Surxondaryo,
2,1952.0,471.72,19.73,6.32,13.09,19.89,0.99,20.13,54.75,9.64,51.36,0.05,Surxondaryo,
3,1953.0,565.54,19.78,6.75,13.23,19.73,0.98,21.49,51.42,8.73,53.47,0.06,Surxondaryo,
4,1954.0,363.3,19.82,5.63,12.35,19.1,2.47,26.21,72.12,12.42,52.1,0.02,Surxondaryo,
5,1955.0,344.64,19.85,6.88,14.15,21.46,0.04,22.84,53.49,9.7,47.18,0.12,Surxondaryo,
6,1956.0,379.11,19.86,6.25,13.16,20.1,0.14,28.92,55.03,15.32,46.28,0.12,Surxondaryo,
7,1957.0,457.24,19.85,5.49,12.01,18.57,0.06,18.62,51.54,6.73,54.0,0.03,Surxondaryo,
8,1958.0,429.22,19.86,6.92,13.61,20.34,0.45,26.64,41.74,9.37,49.39,0.08,Surxondaryo,
9,1959.0,421.87,19.88,6.26,12.84,19.44,0.15,18.11,41.06,6.16,53.85,0.05,Surxondaryo,
10,1960.0,539.87,19.93,5.98,12.72,19.49,0.63,23.19,51.51,11.06,54.56,0.05,Surxondaryo,
11,1961.0,402.3,20.02,6.69,13.75,20.85,-0.34,22.18,44.96,12.9,50.72,0.06,Surxondaryo,
12,1962.0,424.46,20.12,6.43,13.23,20.07,-0.42,17.42,40.66,7.74,52.58,0.04,Surxondaryo,
13,1963.0,525.92,20.21,7.2,14.1,21.05,0.14,21.6,45.95,8.07,52.3,0.03,Surxondaryo,
14,1964.0,487.99,20.27,5.39,12.16,18.95,0.95,22.37,46.92,9.53,53.2,0.04,Surxondaryo,
15,1965.0,351.12,20.26,6.9,13.64,20.41,0.35,24.01,43.92,10.25,53.1,0.03,Surxondaryo,
16,1966.0,338.72,20.18,7.2,14.03,20.9,-0.69,18.13,36.84,6.14,49.67,0.07,Surxondaryo,
17,1967.0,415.82,20.04,6.67,13.23,19.81,-0.33,19.9,51.18,10.16,54.01,0.05,Surxondaryo,
18,1968.0,439.28,19.87,6.94,13.41,19.91,0.23,21.92,56.12,7.94,55.31,0.05,Surxondaryo,
19,1969.0,641.3,19.7,5.77,11.9,18.06,2.43,29.04,73.56,17.07,59.12,0.03,Surxondaryo,
20,1970.0,318.37,19.58,6.95,13.83,20.75,-0.32,21.4,35.0,7.58,49.91,0.08,Surxondaryo,
21,1971.0,209.75,19.52,7.13,14.11,21.14,-1.87,18.78,36.47,7.82,47.92,0.06,Surxondaryo,
22,1972.0,485.91,19.55,5.02,11.41,17.83,0.25,20.07,44.83,7.14,56.06,0.01,Surxondaryo,
23,1973.0,375.58,19.63,6.69,13.47,20.3,0.9,29.04,67.78,16.98,53.55,0.09,Surxondaryo,
24,1974.0,296.55,19.74,6.09,12.6,19.14,-0.58,25.87,44.73,8.2,52.08,0.05,Surxondaryo,
25,1975.0,310.23,19.85,6.6,13.32,20.08,-0.25,18.28,40.26,6.67,52.0,0.09,Surxondaryo,
26,1976.0,424.83,19.94,6.61,12.96,19.33,0.52,29.72,49.39,14.17,53.89,0.07,Surxondaryo,
27,1977.0,351.25,20.0,7.51,13.88,20.28,-0.56,18.14,39.36,6.76,53.09,0.12,Surxondaryo,
