Unnamed: 0,Year,Precipitation (Annual Mean mm),5-year smooth (Gaussian Smooth),Average Minimum Surface Air Temperature (Annual Mean °C),Average Mean Surface Air Temperature (Annual Mean °C),Average Maximum Surface Air Temperature (Annual Mean °C),Annual SPEI Drought Index (spei index),Average Largest 1-Day Precipitation (mm),Average Largest 5-Day Cumulative Precipitation (mm),Precipitation amount during wettest days (mm),Relative Humidity (%),Temperature-based Excess Mortality (factor),Viloyat,Category
44,1994.0,831.22,16.12,3.95,9.92,15.92,1.14,33.94,66.21,7.33,63.6,0.07,Toshkent_viloyat,
45,1995.0,539.82,16.29,4.61,10.97,17.36,-0.27,27.04,43.84,5.92,60.42,0.07,Toshkent_viloyat,
46,1996.0,763.17,16.47,3.6,9.69,15.79,-0.22,25.19,58.07,5.82,62.12,0.08,Toshkent_viloyat,
47,1997.0,715.47,16.65,4.8,10.95,17.14,-0.22,23.83,44.94,9.94,63.17,0.13,Toshkent_viloyat,
48,1998.0,1042.24,16.8,4.67,10.51,16.38,0.92,34.2,79.44,21.34,64.54,0.08,Toshkent_viloyat,
49,1999.0,874.88,16.92,5.19,11.13,17.09,0.78,35.01,54.33,9.27,62.36,0.05,Toshkent_viloyat,
50,2000.0,647.76,17.01,5.03,11.03,17.07,-0.52,23.32,48.7,5.1,59.41,0.08,Toshkent_viloyat,
51,2001.0,709.08,17.06,5.11,11.27,17.46,-0.72,26.64,58.69,3.78,58.88,0.07,Toshkent_viloyat,
52,2002.0,942.83,17.1,5.09,11.12,17.19,0.89,40.72,64.98,14.54,64.16,0.08,Toshkent_viloyat,
53,2003.0,988.89,17.11,4.88,10.5,16.16,1.22,32.43,77.07,17.63,64.84,0.07,Toshkent_viloyat,
54,2004.0,828.72,17.1,5.74,11.58,17.45,0.45,32.39,79.3,7.33,61.82,0.08,Toshkent_viloyat,
55,2005.0,745.98,17.09,5.25,11.18,17.14,0.46,33.37,71.91,7.29,60.73,0.11,Toshkent_viloyat,
56,2006.0,751.76,17.06,5.19,11.16,17.16,-0.62,27.26,67.58,6.41,61.53,0.1,Toshkent_viloyat,
57,2007.0,722.8,17.03,5.11,11.18,17.28,-0.31,26.49,82.26,9.61,60.68,0.08,Toshkent_viloyat,
58,2008.0,639.28,17.01,4.68,10.66,16.65,-1.31,32.79,63.23,4.82,60.62,0.15,Toshkent_viloyat,
59,2009.0,851.3,17.0,5.22,11.07,16.94,0.27,30.05,54.12,14.89,61.75,0.05,Toshkent_viloyat,
60,2010.0,865.35,17.0,5.69,11.68,17.72,0.89,25.04,68.69,6.0,62.52,0.08,Toshkent_viloyat,
61,2011.0,752.85,17.01,4.83,10.68,16.57,-1.11,31.35,70.52,6.88,60.38,0.13,Toshkent_viloyat,
62,2012.0,664.57,17.05,4.34,10.38,16.44,-0.06,23.86,52.57,7.55,59.81,0.09,Toshkent_viloyat,
63,2013.0,683.03,17.11,5.51,11.59,17.7,-0.64,28.83,41.94,4.77,58.78,0.12,Toshkent_viloyat,
64,2014.0,764.9,17.19,3.94,10.28,16.64,-0.3,24.22,72.01,6.91,58.19,0.12,Toshkent_viloyat,
65,2015.0,833.42,17.3,5.69,11.55,17.45,-0.24,26.23,61.88,7.9,60.94,0.15,Toshkent_viloyat,
66,2016.0,837.51,17.42,5.75,11.91,18.12,0.0,26.84,66.87,7.77,60.31,0.12,Toshkent_viloyat,
67,2017.0,785.69,17.55,4.83,11.13,17.47,0.67,32.54,76.1,8.79,58.7,0.13,Toshkent_viloyat,
68,2018.0,714.43,17.67,4.86,11.16,17.51,-0.81,27.88,63.21,8.97,58.05,0.15,Toshkent_viloyat,
69,2019.0,716.44,17.77,5.79,11.86,17.97,-0.09,23.21,58.08,8.66,59.59,0.16,Toshkent_viloyat,
70,2020.0,641.51,17.86,4.72,10.81,16.92,-0.69,25.02,60.33,7.05,58.49,0.07,Toshkent_viloyat,
71,2021.0,608.53,17.93,5.49,11.91,18.36,-1.31,26.96,64.38,5.82,53.47,0.19,Toshkent_viloyat,
72,2022.0,853.44,17.99,6.55,12.15,17.79,-0.57,34.44,97.93,8.08,58.95,0.16,Toshkent_viloyat,
73,2023.0,691.29,18.04,6.58,12.7,18.86,-0.53,25.49,51.46,5.08,57.24,0.15,Toshkent_viloyat,
74,2024.0,879.99,18.09,6.03,11.82,17.62,-0.01,33.88,61.75,8.37,62.75,0.09,Toshkent_viloyat,
0,1950.0,178.2,11.97951226237204,5.3,11.08,16.45,-0.17,9.53,21.5,3.08,48.93,0.05,Uzbekistan,
1,1951.0,225.46,11.97951226237204,6.13,11.86,17.12,-0.19,11.35,23.4,4.46,50.79,0.06,Uzbekistan,
2,1952.0,264.1,11.97951226237204,6.55,12.21,17.44,0.62,14.71,28.59,5.63,50.55,0.1,Uzbekistan,
3,1953.0,327.42,12.246896418224209,7.06,12.55,17.58,0.47,14.28,29.66,6.89,53.43,0.06,Uzbekistan,
4,1954.0,282.83,12.380481075743251,5.81,11.44,16.71,1.7,15.87,28.41,9.75,53.7,0.03,Uzbekistan,
5,1955.0,221.21,12.43013730077358,7.55,13.54,19.11,-0.52,11.63,23.29,6.83,47.03,0.14,Uzbekistan,
6,1956.0,239.3,12.437489507563573,6.5,12.25,17.61,0.29,12.27,25.19,7.54,49.72,0.1,Uzbekistan,
7,1957.0,240.18,12.350272403315154,6.0,11.89,17.18,-0.08,10.11,19.93,3.65,51.53,0.03,Uzbekistan,
8,1958.0,279.8,12.133042716188838,7.14,12.81,17.96,0.48,14.21,27.94,6.53,51.71,0.06,Uzbekistan,
9,1959.0,241.5,12.202959746277044,6.1,11.58,16.69,0.8,12.87,25.99,5.17,54.36,0.04,Uzbekistan,
10,1960.0,214.8,12.381151044981303,6.2,11.92,17.22,0.38,11.17,19.22,4.84,53.05,0.07,Uzbekistan,
11,1961.0,210.37,12.657501685807157,7.39,13.4,18.9,-0.59,13.03,22.91,7.71,50.72,0.08,Uzbekistan,
12,1962.0,219.24,12.802817321114746,6.91,12.65,17.94,-0.4,11.1,17.84,3.88,52.79,0.1,Uzbekistan,
13,1963.0,270.22,12.788290027420294,7.67,13.38,18.62,0.04,12.06,22.92,4.95,53.46,0.04,Uzbekistan,
14,1964.0,277.33,12.733279285587006,6.21,11.77,16.86,1.39,16.23,29.54,7.85,54.71,0.05,Uzbekistan,
15,1965.0,227.82,12.79695423563857,7.38,12.99,18.18,0.22,12.18,18.89,5.45,52.79,0.07,Uzbekistan,
16,1966.0,200.91,12.792980927432083,7.39,13.4,18.96,-0.61,14.06,23.06,5.12,50.29,0.11,Uzbekistan,
17,1967.0,270.25,12.559916673052138,6.78,12.57,17.88,0.0,13.53,25.85,6.1,54.97,0.07,Uzbekistan,
18,1968.0,247.95,12.21993238425813,6.45,12.39,17.83,0.01,11.43,21.68,3.43,53.01,0.08,Uzbekistan,
19,1969.0,399.28,12.139722835664273,5.27,10.8,15.81,1.61,21.23,40.45,12.33,58.54,0.06,Uzbekistan,
20,1970.0,216.56,12.170287582727294,6.79,12.71,18.24,0.36,11.2,19.35,3.85,52.85,0.06,Uzbekistan,
21,1971.0,181.01,12.270074055270548,7.27,13.37,18.99,-0.7,9.7,17.47,2.81,51.49,0.07,Uzbekistan,
22,1972.0,259.06,12.239474796356784,4.87,10.97,16.37,0.11,11.34,21.1,4.18,54.01,0.03,Uzbekistan,
23,1973.0,255.08,12.181384869312623,6.97,12.74,18.05,0.5,12.68,22.98,6.15,54.91,0.1,Uzbekistan,
24,1974.0,199.26,12.1371594221083,5.71,11.68,17.19,-0.11,13.38,22.74,3.61,51.49,0.07,Uzbekistan,
25,1975.0,190.89,12.308125800444689,6.94,12.97,18.5,-0.83,12.1,20.47,3.91,49.84,0.14,Uzbekistan,
26,1976.0,259.77,12.32200214730766,6.08,11.62,16.75,-0.05,13.94,27.47,6.82,55.65,0.1,Uzbekistan,
27,1977.0,229.26,12.514754717980637,7.05,12.83,18.02,-0.3,12.78,25.1,4.02,54.9,0.1,Uzbekistan,
28,1978.0,311.04,12.63335025260721,6.92,12.42,17.46,0.85,14.0,23.34,7.75,56.66,0.09,Uzbekistan,
29,1979.0,269.12,12.844410066845205,7.46,13.22,18.51,0.92,14.84,27.14,9.12,54.66,0.11,Uzbekistan,
30,1980.0,272.03,12.8047457162576,7.02,12.64,17.7,0.23,12.43,19.98,5.49,56.91,0.1,Uzbekistan,
31,1981.0,332.63,12.870427668051263,7.81,13.17,18.19,1.21,17.64,32.81,7.62,57.97,0.06,Uzbekistan,
32,1982.0,232.31,12.73068175729411,6.47,12.07,17.28,0.4,10.93,17.85,5.68,56.34,0.05,Uzbekistan,
33,1983.0,225.35,12.64378378712713,8.12,13.8,19.16,-0.02,10.87,19.15,3.51,54.27,0.16,Uzbekistan,
34,1984.0,237.04,12.537995122072276,5.79,11.49,16.77,-0.01,14.35,25.33,9.93,53.72,0.17,Uzbekistan,
35,1985.0,243.14,12.550256468564712,6.87,12.67,18.04,0.14,12.13,22.58,5.49,54.02,0.1,Uzbekistan,
36,1986.0,217.0,12.60778437283384,7.05,12.84,18.23,-0.67,11.57,24.35,3.39,52.63,0.09,Uzbekistan,
37,1987.0,295.35,12.80480693195434,7.02,12.51,17.65,0.74,13.27,28.35,6.38,56.17,0.09,Uzbekistan,
38,1988.0,282.91,12.91565838439047,7.59,13.23,18.45,0.65,12.74,24.67,7.0,55.89,0.1,Uzbekistan,
39,1989.0,230.06,12.970877583222109,6.97,12.76,18.1,0.13,15.31,27.21,7.33,54.2,0.08,Uzbekistan,
40,1990.0,259.14,12.937975168381197,7.66,13.32,18.54,-0.12,10.66,21.29,4.33,55.52,0.1,Uzbekistan,
41,1991.0,294.02,12.667422465475932,7.11,12.76,17.91,0.41,15.84,31.83,8.67,56.11,0.07,Uzbekistan,
42,1992.0,286.84,12.401004647288197,6.88,12.41,17.46,0.98,14.1,25.4,5.14,57.26,0.05,Uzbekistan,
43,1993.0,314.92,12.34680276689286,6.0,11.58,16.53,0.96,14.46,27.26,7.29,57.35,0.07,Uzbekistan,
44,1994.0,261.32,12.451661157482588,6.63,12.36,17.57,0.87,13.99,23.22,7.62,56.43,0.06,Uzbekistan,
45,1995.0,189.24,12.734940348467312,7.61,13.65,19.25,-0.26,9.94,18.28,3.74,52.44,0.11,Uzbekistan,
46,1996.0,194.05,12.96675960342886,5.89,12.08,17.74,-0.66,13.31,23.42,7.35,51.52,0.09,Uzbekistan,
47,1997.0,269.2,13.148445912814667,7.6,13.67,19.22,-0.34,13.99,28.94,5.92,53.24,0.13,Uzbekistan,
48,1998.0,321.09,13.290816765233398,7.24,13.03,18.29,0.53,15.35,28.69,8.39,55.04,0.12,Uzbekistan,
49,1999.0,254.98,13.528873318432153,7.61,13.69,19.16,-0.57,11.54,17.99,3.52,53.5,0.11,Uzbekistan,
50,2000.0,184.18,13.605285134876988,7.52,13.62,19.12,-1.18,9.0,13.45,1.6,52.98,0.11,Uzbekistan,
51,2001.0,196.73,13.588000590832902,7.62,13.79,19.24,-1.4,12.1,17.46,4.33,52.17,0.09,Uzbekistan,
52,2002.0,325.12,13.55999854325372,7.68,13.62,19.04,0.31,20.42,35.87,9.54,55.3,0.14,Uzbekistan,
53,2003.0,355.54,13.613125915382948,7.3,12.87,18.02,1.02,16.0,26.99,7.65,57.61,0.09,Uzbekistan,
54,2004.0,274.2,13.715136795053576,8.23,14.25,19.71,-0.03,14.31,27.81,8.29,53.75,0.09,Uzbekistan,
55,2005.0,246.54,13.817777487998892,7.97,13.99,19.47,-0.36,13.5,28.84,7.63,52.6,0.16,Uzbekistan,
56,2006.0,230.64,13.793699361063268,7.44,13.62,19.11,-1.17,11.77,18.14,4.1,52.64,0.14,Uzbekistan,
57,2007.0,228.28,13.639119989263566,7.64,13.89,19.56,-1.06,12.2,28.91,3.83,52.17,0.12,Uzbekistan,
58,2008.0,181.95,13.62498484092384,6.79,13.19,18.97,-1.81,8.06,13.42,2.56,52.01,0.17,Uzbekistan,
59,2009.0,285.68,13.6208521607704,7.57,13.59,18.97,-0.65,12.85,21.55,4.85,54.5,0.07,Uzbekistan,
60,2010.0,223.86,13.5538296893259,7.97,14.24,20.04,-0.58,12.19,21.95,4.3,51.15,0.18,Uzbekistan,
61,2011.0,222.85,13.576834764147485,6.87,13.06,18.55,-1.92,12.23,23.99,5.94,51.08,0.18,Uzbekistan,
62,2012.0,220.57,13.489352627397096,6.88,13.14,18.8,-0.81,14.25,24.74,4.81,50.03,0.16,Uzbekistan,
63,2013.0,229.02,13.500202400730917,8.24,14.38,19.93,-1.37,11.96,22.79,6.5,50.92,0.1,Uzbekistan,
64,2014.0,227.03,13.684131446357409,6.32,12.69,18.37,-1.04,12.46,21.62,4.0,50.5,0.18,Uzbekistan,
65,2015.0,292.64,13.853010145874189,8.19,14.08,19.3,-0.64,12.91,27.47,7.71,53.05,0.21,Uzbekistan,
66,2016.0,280.68,13.89004051418785,8.75,14.52,19.87,-0.4,11.57,22.45,5.13,53.23,0.11,Uzbekistan,
67,2017.0,229.94,13.992503432249489,7.67,13.74,19.22,-0.27,11.75,26.05,4.96,50.88,0.18,Uzbekistan,
68,2018.0,215.86,13.897106945106607,7.25,13.48,19.02,-1.31,16.07,24.27,7.08,49.56,0.18,Uzbekistan,
69,2019.0,260.69,13.916946069409336,8.5,14.49,19.93,-0.6,12.95,24.58,4.97,51.44,0.2,Uzbekistan,
70,2020.0,220.77,14.047688381664164,7.12,13.44,19.04,-1.33,14.43,27.54,8.26,50.09,0.16,Uzbekistan,
71,2021.0,162.8,14.312978236295557,7.84,14.48,20.42,-2.05,13.32,25.61,4.22,46.49,0.27,Uzbekistan,
72,2022.0,239.9,14.500325541052865,8.37,14.39,19.81,-1.7,10.56,25.83,5.59,51.71,0.18,Uzbekistan,
73,2023.0,190.86,14.500325541052865,8.9,15.28,21.07,-2.01,9.99,19.99,5.12,48.1,0.2,Uzbekistan,
74,2024.0,269.62,14.500325541052865,8.46,14.35,19.65,-1.19,14.95,23.69,9.38,52.15,0.14,Uzbekistan,
0,1950.0,59.87,19.49,5.39,12.14,18.91,-0.207027027027027,5.46,9.16,0.0,44.06,0.04,Xorazm,1950.0
1,1951.0,78.09,19.53,6.61,13.04,19.49,-0.16,8.08,12.49,0.0,43.75,0.07,Xorazm,1951.0
2,1952.0,118.81,19.6,6.84,13.2,19.6,0.54,11.57,24.25,0.0,44.74,0.09,Xorazm,1952.0
3,1953.0,108.3,19.68,7.45,13.65,19.87,0.24,15.72,27.0,0.0,48.62,0.06,Xorazm,1953.0
4,1954.0,85.79,19.77,6.18,12.59,19.02,1.4,12.03,20.33,0.06,48.14,0.03,Xorazm,1954.0
5,1955.0,60.95,19.83,7.76,14.57,21.42,-0.77,9.74,19.28,0.05,43.24,0.16,Xorazm,1955.0
6,1956.0,78.05,19.87,6.83,13.2,19.61,0.06,11.05,12.58,1.15,45.2,0.1,Xorazm,1956.0
7,1957.0,80.15,19.89,6.28,12.81,19.37,0.22,11.12,16.84,0.0,46.97,0.03,Xorazm,1957.0
8,1958.0,114.9,19.92,7.67,14.04,20.45,-0.02,8.52,11.73,0.0,46.54,0.06,Xorazm,1958.0
9,1959.0,94.15,19.97,6.74,12.8,18.9,1.11,14.83,31.52,0.0,50.02,0.04,Xorazm,1959.0
10,1960.0,70.29,20.04,6.72,13.23,19.77,0.09,5.1,7.2,0.0,47.62,0.06,Xorazm,1960.0
11,1961.0,58.45,20.15,7.73,14.47,21.25,-0.96,5.63,8.89,0.0,46.57,0.09,Xorazm,1961.0
12,1962.0,99.88,20.26,7.29,13.79,20.32,-0.63,5.75,8.12,0.0,49.24,0.09,Xorazm,1962.0
13,1963.0,108.76,20.37,8.08,14.45,20.86,0.13,7.73,17.9,0.0,50.78,0.04,Xorazm,1963.0
14,1964.0,109.09,20.44,6.37,12.76,19.18,1.22,9.73,12.71,0.0,49.94,0.08,Xorazm,1964.0
15,1965.0,70.55,20.45,7.52,13.99,20.49,0.46,8.22,12.63,0.0,49.47,0.07,Xorazm,1965.0
16,1966.0,123.86,20.39,7.77,14.44,21.14,-0.3,16.9,19.36,6.02,46.4,0.13,Xorazm,1966.0
17,1967.0,116.82,20.27,7.25,13.75,20.3,0.05,9.2,21.26,0.0,50.53,0.06,Xorazm,1967.0
18,1968.0,91.85,20.12,7.22,13.74,20.3,-0.16,10.22,17.07,0.0,48.75,0.06,Xorazm,1968.0
19,1969.0,204.79,19.98,6.1,12.15,18.23,1.44,10.6,19.78,0.5,53.98,0.08,Xorazm,1969.0
20,1970.0,75.9,19.86,7.48,14.06,20.69,0.29,9.73,11.83,0.0,49.37,0.06,Xorazm,1970.0
21,1971.0,72.4,19.81,7.78,14.53,21.33,-0.17,12.67,17.44,0.0,49.86,0.07,Xorazm,1971.0
22,1972.0,82.73,19.83,5.44,11.96,18.53,0.33,11.78,18.39,0.0,49.03,0.03,Xorazm,1972.0
23,1973.0,136.37,19.9,7.38,13.82,20.3,0.58,17.37,20.03,5.04,52.19,0.1,Xorazm,1973.0
24,1974.0,75.11,19.99,6.32,12.85,19.39,0.37,9.67,15.61,0.0,46.38,0.07,Xorazm,1974.0
25,1975.0,58.49,20.08,7.39,14.12,20.89,-0.75,11.86,15.57,0.0,46.26,0.15,Xorazm,1975.0
26,1976.0,98.4,20.17,6.75,13.01,19.3,-0.24,15.34,26.17,6.96,50.98,0.12,Xorazm,1976.0
27,1977.0,97.13,20.22,7.74,14.05,20.41,-0.14,6.29,10.34,0.0,51.17,0.13,Xorazm,1977.0
28,1978.0,173.74,20.25,7.41,13.73,20.09,1.25,18.08,27.55,6.87,53.37,0.1,Xorazm,1978.0
29,1979.0,114.42,20.29,7.86,14.37,20.93,1.17,16.34,24.81,5.43,50.73,0.13,Xorazm,1979.0
30,1980.0,109.56,20.33,7.52,13.87,20.26,0.0,7.71,11.45,0.0,52.19,0.13,Xorazm,1980.0
31,1981.0,195.34,20.41,8.41,14.58,20.79,1.71,39.33,59.68,19.85,54.83,0.07,Xorazm,1981.0
32,1982.0,90.59,20.53,6.81,13.38,19.96,0.56,10.83,15.39,0.0,52.97,0.04,Xorazm,1982.0
33,1983.0,113.35,20.67,8.45,15.12,21.82,-0.02,15.83,24.7,10.48,51.44,0.16,Xorazm,1983.0
34,1984.0,97.39,20.81,6.59,13.01,19.46,0.56,27.02,30.64,27.47,49.78,0.18,Xorazm,1984.0
35,1985.0,94.9,20.92,7.4,14.02,20.68,0.32,20.32,24.81,14.53,52.07,0.11,Xorazm,1985.0
36,1986.0,88.43,20.96,7.57,14.2,20.86,-0.4,7.74,14.79,0.0,50.78,0.1,Xorazm,1986.0
37,1987.0,137.76,20.91,7.64,14.12,20.63,0.67,13.11,17.26,3.03,53.07,0.1,Xorazm,1987.0
38,1988.0,110.28,20.78,8.09,14.62,21.2,0.49,8.31,14.46,0.0,52.97,0.11,Xorazm,1988.0
39,1989.0,108.06,20.61,7.49,14.3,21.13,0.26,20.43,33.67,12.41,51.57,0.09,Xorazm,1989.0
40,1990.0,97.37,20.45,7.98,14.55,21.16,-0.4,7.79,12.59,0.0,51.89,0.1,Xorazm,1990.0
41,1991.0,114.69,20.34,7.86,14.21,20.6,0.5,20.61,22.98,15.25,52.59,0.08,Xorazm,1991.0
42,1992.0,158.78,20.33,7.45,13.64,19.87,0.88,14.78,30.81,0.03,54.99,0.05,Xorazm,1992.0
43,1993.0,108.26,20.45,7.05,13.28,19.54,0.94,9.97,15.0,0.0,54.02,0.09,Xorazm,1993.0
44,1994.0,130.66,20.67,7.27,13.7,20.15,1.06,16.61,33.31,6.35,53.35,0.05,Xorazm,1994.0
45,1995.0,68.1,20.93,8.21,15.15,22.11,-0.8,6.85,9.79,0.0,49.31,0.12,Xorazm,1995.0
46,1996.0,55.76,21.21,6.8,13.67,20.56,-0.44,10.69,13.41,0.0,49.74,0.09,Xorazm,1996.0
47,1997.0,87.53,21.44,8.03,14.83,21.67,-0.2,17.05,34.6,3.37,50.8,0.12,Xorazm,1997.0
48,1998.0,105.08,21.59,7.76,14.4,21.06,0.26,9.61,18.73,0.12,50.91,0.12,Xorazm,1998.0
49,1999.0,74.74,21.67,8.17,15.22,22.3,-1.18,10.46,16.42,0.0,49.55,0.11,Xorazm,1999.0
50,2000.0,82.16,21.68,8.18,15.06,21.97,-1.75,5.78,7.74,0.0,49.2,0.12,Xorazm,2000.0
51,2001.0,90.44,21.66,8.39,15.12,21.9,-1.19,14.85,21.3,0.45,50.15,0.08,Xorazm,2001.0
52,2002.0,123.03,21.62,8.57,15.07,21.62,0.38,16.35,33.18,5.37,51.18,0.14,Xorazm,2002.0
53,2003.0,161.73,21.58,8.19,14.28,20.4,1.18,12.07,20.99,1.99,54.66,0.08,Xorazm,2003.0
54,2004.0,117.51,21.55,9.12,15.53,21.98,-0.24,22.25,27.35,20.56,50.5,0.08,Xorazm,2004.0
55,2005.0,120.51,21.54,8.71,15.25,21.82,-0.41,10.46,15.28,1.69,51.25,0.16,Xorazm,2005.0
56,2006.0,109.52,21.52,8.48,14.94,21.43,-1.39,10.24,14.56,4.42,49.54,0.13,Xorazm,2006.0
57,2007.0,102.53,21.5,8.53,15.08,21.67,-1.02,8.6,17.86,0.0,49.26,0.11,Xorazm,2007.0
58,2008.0,66.84,21.47,7.75,14.46,21.22,-1.56,6.34,12.66,0.0,48.21,0.16,Xorazm,2008.0
59,2009.0,96.32,21.43,8.58,14.88,21.22,-1.16,15.31,18.89,5.47,50.76,0.08,Xorazm,2009.0
60,2010.0,63.72,21.38,8.83,15.57,22.34,-1.43,10.91,15.24,0.0,46.52,0.2,Xorazm,2010.0
61,2011.0,98.41,21.34,7.87,14.25,20.66,-1.7,21.38,24.68,19.34,48.89,0.18,Xorazm,2011.0
62,2012.0,80.93,21.31,7.74,14.31,20.91,-0.77,12.16,15.42,0.17,47.81,0.16,Xorazm,2012.0
63,2013.0,127.7,21.31,9.08,15.57,22.11,-1.25,10.82,16.36,0.09,49.75,0.1,Xorazm,2013.0
64,2014.0,114.55,21.34,7.49,14.08,20.71,-0.92,11.31,20.34,0.0,47.56,0.17,Xorazm,2014.0
65,2015.0,131.29,21.41,9.15,15.3,21.5,-0.98,11.81,29.31,0.0,50.21,0.23,Xorazm,2015.0
66,2016.0,156.38,21.51,9.41,15.68,21.98,-0.78,13.14,16.43,1.33,50.42,0.1,Xorazm,2016.0
67,2017.0,109.09,21.63,8.53,15.04,21.59,-0.55,7.5,11.32,0.0,47.42,0.17,Xorazm,2017.0
68,2018.0,93.52,21.76,8.47,14.98,21.54,-1.4,10.9,11.74,0.0,45.55,0.19,Xorazm,2018.0
69,2019.0,102.56,21.9,9.18,15.6,22.05,-0.94,9.33,16.12,0.0,48.0,0.22,Xorazm,2019.0
70,2020.0,83.3,22.04,8.2,14.68,21.19,-2.15,6.24,9.34,0.0,46.29,0.17,Xorazm,2020.0
71,2021.0,64.85,22.18,9.01,15.86,22.73,-1.9,13.23,13.65,0.0,45.22,0.26,Xorazm,2021.0
72,2022.0,95.03,22.32,9.56,15.83,22.14,-1.38,10.8,18.06,0.0,49.16,0.17,Xorazm,2022.0
73,2023.0,80.54,22.46,9.82,16.63,23.49,-2.12,5.23,8.5,0.0,44.7,0.17,Xorazm,2023.0
74,2024.0,103.66,22.6,9.35,15.6,21.88,-1.31,8.61,12.49,0.0,48.47,0.11,Xorazm,2024.0
